state,court_type,case_type,judge_rating,complexity,hearings,public_interest,case_text,outcome,clean_text
West Bengal,High Court,Civil,7.9,1.7,5,No,The Civil case with complexity 1.7 and 5 hearings,0,the civil case with complexity and hearings
West Bengal,Sessions Court,Family,5.3,9.1,1,No,The Family case with complexity 9.1 and 1 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Corporate,8.6,9.1,16,No,The Corporate case with complexity 9.1 and 16 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,7.2,2.2,18,No,The Constitutional case with complexity 2.2 and 18 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Sessions Court,Corporate,8.5,3.9,8,No,The Corporate case with complexity 3.9 and 8 hearings,1,the corporate case with complexity and hearings
West Bengal,Supreme Court,Constitutional,7.7,8.8,2,No,The Constitutional case with complexity 8.8 and 2 hearings,0,the constitutional case with complexity and hearings
Karnataka,District Court,Family,8.6,7.8,5,No,The Family case with complexity 7.8 and 5 hearings,1,the family case with complexity and hearings
West Bengal,Supreme Court,Criminal,5.6,3.0,5,No,The Criminal case with complexity 3.0 and 5 hearings,1,the criminal case with complexity and hearings
Karnataka,Supreme Court,Family,6.5,4.4,15,No,The Family case with complexity 4.4 and 15 hearings,1,the family case with complexity and hearings
Delhi,Supreme Court,Corporate,9.8,2.7,3,No,The Corporate case with complexity 2.7 and 3 hearings,1,the corporate case with complexity and hearings
Delhi,Supreme Court,Criminal,7.5,3.4,19,No,The Criminal case with complexity 3.4 and 19 hearings,0,the criminal case with complexity and hearings
West Bengal,Supreme Court,Civil,6.1,8.3,16,No,The Civil case with complexity 8.3 and 16 hearings,1,the civil case with complexity and hearings
Maharashtra,Sessions Court,Corporate,6.0,9.0,15,No,The Corporate case with complexity 9.0 and 15 hearings,1,the corporate case with complexity and hearings
Maharashtra,High Court,Civil,9.5,5.0,19,No,The Civil case with complexity 5.0 and 19 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Civil,6.4,1.9,2,No,The Civil case with complexity 1.9 and 2 hearings,0,the civil case with complexity and hearings
Karnataka,High Court,Civil,9.7,3.4,4,No,The Civil case with complexity 3.4 and 4 hearings,0,the civil case with complexity and hearings
Delhi,District Court,Family,5.0,4.2,2,No,The Family case with complexity 4.2 and 2 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Criminal,6.4,5.6,8,No,The Criminal case with complexity 5.6 and 8 hearings,1,the criminal case with complexity and hearings
Maharashtra,High Court,Corporate,9.2,1.9,18,Yes,The Corporate case with complexity 1.9 and 18 hearings,1,the corporate case with complexity and hearings
Karnataka,Sessions Court,Civil,8.6,6.1,3,No,The Civil case with complexity 6.1 and 3 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Corporate,8.2,9.3,15,No,The Corporate case with complexity 9.3 and 15 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Civil,8.5,4.9,6,No,The Civil case with complexity 4.9 and 6 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Constitutional,9.0,7.9,8,No,The Constitutional case with complexity 7.9 and 8 hearings,1,the constitutional case with complexity and hearings
Karnataka,District Court,Civil,7.7,2.4,14,No,The Civil case with complexity 2.4 and 14 hearings,1,the civil case with complexity and hearings
Delhi,Sessions Court,Civil,5.5,5.6,6,No,The Civil case with complexity 5.6 and 6 hearings,0,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Civil,7.3,1.7,16,No,The Civil case with complexity 1.7 and 16 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Family,6.0,5.3,13,No,The Family case with complexity 5.3 and 13 hearings,0,the family case with complexity and hearings
Maharashtra,District Court,Family,7.9,5.1,4,No,The Family case with complexity 5.1 and 4 hearings,1,the family case with complexity and hearings
Karnataka,District Court,Family,6.6,9.2,15,No,The Family case with complexity 9.2 and 15 hearings,0,the family case with complexity and hearings
Maharashtra,District Court,Criminal,7.1,7.5,16,No,The Criminal case with complexity 7.5 and 16 hearings,1,the criminal case with complexity and hearings
West Bengal,High Court,Family,6.9,1.9,9,No,The Family case with complexity 1.9 and 9 hearings,1,the family case with complexity and hearings
Karnataka,District Court,Family,6.5,3.1,4,No,The Family case with complexity 3.1 and 4 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Family,9.3,2.3,15,No,The Family case with complexity 2.3 and 15 hearings,1,the family case with complexity and hearings
Maharashtra,Supreme Court,Family,6.5,3.6,5,No,The Family case with complexity 3.6 and 5 hearings,0,the family case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,8.3,7.4,8,No,The Constitutional case with complexity 7.4 and 8 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Civil,5.1,6.5,8,No,The Civil case with complexity 6.5 and 8 hearings,0,the civil case with complexity and hearings
Maharashtra,High Court,Constitutional,9.7,4.2,2,No,The Constitutional case with complexity 4.2 and 2 hearings,0,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Criminal,6.5,6.4,16,No,The Criminal case with complexity 6.4 and 16 hearings,0,the criminal case with complexity and hearings
Maharashtra,High Court,Criminal,9.7,7.3,9,No,The Criminal case with complexity 7.3 and 9 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Corporate,9.9,6.8,4,No,The Corporate case with complexity 6.8 and 4 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Civil,8.2,8.6,12,No,The Civil case with complexity 8.6 and 12 hearings,0,the civil case with complexity and hearings
Maharashtra,High Court,Corporate,5.2,2.6,6,Yes,The Corporate case with complexity 2.6 and 6 hearings,0,the corporate case with complexity and hearings
Karnataka,Sessions Court,Constitutional,9.4,7.5,15,No,The Constitutional case with complexity 7.5 and 15 hearings,0,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Family,9.3,7.9,13,No,The Family case with complexity 7.9 and 13 hearings,1,the family case with complexity and hearings
Delhi,High Court,Criminal,9.5,3.7,14,No,The Criminal case with complexity 3.7 and 14 hearings,1,the criminal case with complexity and hearings
Maharashtra,High Court,Criminal,7.0,7.3,5,No,The Criminal case with complexity 7.3 and 5 hearings,0,the criminal case with complexity and hearings
West Bengal,High Court,Civil,9.0,6.7,7,No,The Civil case with complexity 6.7 and 7 hearings,0,the civil case with complexity and hearings
West Bengal,Sessions Court,Civil,9.2,1.7,8,No,The Civil case with complexity 1.7 and 8 hearings,1,the civil case with complexity and hearings
Karnataka,Sessions Court,Constitutional,5.3,7.4,15,No,The Constitutional case with complexity 7.4 and 15 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Corporate,6.2,5.0,14,No,The Corporate case with complexity 5.0 and 14 hearings,0,the corporate case with complexity and hearings
Delhi,Sessions Court,Civil,7.4,1.7,4,No,The Civil case with complexity 1.7 and 4 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Family,8.9,9.4,14,No,The Family case with complexity 9.4 and 14 hearings,1,the family case with complexity and hearings
Delhi,Sessions Court,Constitutional,8.3,7.0,7,No,The Constitutional case with complexity 7.0 and 7 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Civil,9.1,8.9,3,No,The Civil case with complexity 8.9 and 3 hearings,0,the civil case with complexity and hearings
Karnataka,Supreme Court,Civil,7.8,6.8,7,No,The Civil case with complexity 6.8 and 7 hearings,1,the civil case with complexity and hearings
Karnataka,Sessions Court,Constitutional,5.8,3.2,2,No,The Constitutional case with complexity 3.2 and 2 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Corporate,7.1,3.4,6,No,The Corporate case with complexity 3.4 and 6 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Sessions Court,Civil,9.4,2.0,19,Yes,The Civil case with complexity 2.0 and 19 hearings,0,the civil case with complexity and hearings
Tamil Nadu,District Court,Corporate,9.8,9.4,5,No,The Corporate case with complexity 9.4 and 5 hearings,1,the corporate case with complexity and hearings
West Bengal,High Court,Civil,5.2,3.6,16,Yes,The Civil case with complexity 3.6 and 16 hearings,0,the civil case with complexity and hearings
Maharashtra,Sessions Court,Corporate,7.9,5.9,19,No,The Corporate case with complexity 5.9 and 19 hearings,1,the corporate case with complexity and hearings
West Bengal,District Court,Corporate,9.1,3.2,9,Yes,The Corporate case with complexity 3.2 and 9 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Family,5.5,5.6,14,No,The Family case with complexity 5.6 and 14 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Criminal,6.1,5.1,6,No,The Criminal case with complexity 5.1 and 6 hearings,1,the criminal case with complexity and hearings
Karnataka,Sessions Court,Family,6.4,6.7,12,No,The Family case with complexity 6.7 and 12 hearings,1,the family case with complexity and hearings
Tamil Nadu,High Court,Corporate,5.8,2.6,2,No,The Corporate case with complexity 2.6 and 2 hearings,0,the corporate case with complexity and hearings
Maharashtra,District Court,Corporate,9.7,2.9,11,Yes,The Corporate case with complexity 2.9 and 11 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Corporate,9.6,8.5,9,No,The Corporate case with complexity 8.5 and 9 hearings,0,the corporate case with complexity and hearings
Karnataka,Supreme Court,Constitutional,5.3,9.0,6,No,The Constitutional case with complexity 9.0 and 6 hearings,1,the constitutional case with complexity and hearings
Delhi,Sessions Court,Criminal,5.7,4.5,3,No,The Criminal case with complexity 4.5 and 3 hearings,1,the criminal case with complexity and hearings
Karnataka,Supreme Court,Constitutional,8.7,9.4,12,No,The Constitutional case with complexity 9.4 and 12 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Criminal,6.9,3.5,7,No,The Criminal case with complexity 3.5 and 7 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,High Court,Civil,7.3,4.8,8,No,The Civil case with complexity 4.8 and 8 hearings,0,the civil case with complexity and hearings
Delhi,Sessions Court,Constitutional,9.7,8.7,4,No,The Constitutional case with complexity 8.7 and 4 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Civil,6.1,6.9,13,No,The Civil case with complexity 6.9 and 13 hearings,0,the civil case with complexity and hearings
Karnataka,Supreme Court,Civil,5.9,4.3,12,No,The Civil case with complexity 4.3 and 12 hearings,1,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,5.0,6.0,9,No,The Constitutional case with complexity 6.0 and 9 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Civil,6.0,2.1,11,No,The Civil case with complexity 2.1 and 11 hearings,1,the civil case with complexity and hearings
Tamil Nadu,High Court,Civil,7.4,8.5,2,No,The Civil case with complexity 8.5 and 2 hearings,1,the civil case with complexity and hearings
West Bengal,Supreme Court,Constitutional,5.8,1.7,3,No,The Constitutional case with complexity 1.7 and 3 hearings,0,the constitutional case with complexity and hearings
Maharashtra,High Court,Corporate,9.4,5.1,2,No,The Corporate case with complexity 5.1 and 2 hearings,0,the corporate case with complexity and hearings
Karnataka,Sessions Court,Civil,6.5,3.8,16,No,The Civil case with complexity 3.8 and 16 hearings,0,the civil case with complexity and hearings
Delhi,District Court,Corporate,6.8,9.5,14,No,The Corporate case with complexity 9.5 and 14 hearings,1,the corporate case with complexity and hearings
Delhi,District Court,Constitutional,5.6,9.1,5,No,The Constitutional case with complexity 9.1 and 5 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Criminal,7.5,9.0,14,No,The Criminal case with complexity 9.0 and 14 hearings,1,the criminal case with complexity and hearings
Delhi,District Court,Family,6.1,6.0,18,No,The Family case with complexity 6.0 and 18 hearings,1,the family case with complexity and hearings
Delhi,Supreme Court,Constitutional,6.1,3.3,4,No,The Constitutional case with complexity 3.3 and 4 hearings,1,the constitutional case with complexity and hearings
West Bengal,Supreme Court,Criminal,6.7,4.0,19,No,The Criminal case with complexity 4.0 and 19 hearings,1,the criminal case with complexity and hearings
Maharashtra,District Court,Corporate,5.7,4.8,2,No,The Corporate case with complexity 4.8 and 2 hearings,0,the corporate case with complexity and hearings
West Bengal,District Court,Criminal,9.7,6.6,6,No,The Criminal case with complexity 6.6 and 6 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,Supreme Court,Family,5.4,3.7,19,No,The Family case with complexity 3.7 and 19 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Civil,6.6,8.1,16,No,The Civil case with complexity 8.1 and 16 hearings,0,the civil case with complexity and hearings
